type,id,param,isNoticing,isCardOnly,unlockableTimeStart,unlockableTimeEnd
,,,,,,
int,int,int,boolean,boolean,json,json
0,65,15,FALSE,TRUE,,
0,23,15,FALSE,TRUE,,
0,114,15,FALSE,TRUE,,
0,127,15,FALSE,TRUE,,
0,96,15,FALSE,TRUE,,
0,140,15,FALSE,TRUE,,
0,97,15,FALSE,TRUE,,
0,164,15,FALSE,TRUE,,
0,99,15,FALSE,TRUE,,
0,152,15,FALSE,TRUE,,
0,102,15,FALSE,TRUE,,
0,168,15,FALSE,TRUE,,
0,135,15,FALSE,TRUE,,
0,100,15,FALSE,TRUE,,
0,188,15,FALSE,TRUE,,
0,229,15,FALSE,TRUE,,
0,196,15,FALSE,TRUE,,
0,211,15,FALSE,TRUE,,
0,230,15,FALSE,TRUE,,
0,193,15,FALSE,TRUE,,
0,215,15,FALSE,TRUE,,
0,204,15,FALSE,TRUE,,
0,209,15,FALSE,TRUE,,
0,227,15,FALSE,TRUE,,
0,214,15,FALSE,TRUE,,
0,197,15,FALSE,TRUE,,
0,198,15,FALSE,TRUE,,
0,217,15,FALSE,TRUE,,
0,226,15,FALSE,TRUE,,
0,221,15,FALSE,TRUE,,
0,225,15,FALSE,TRUE,,
0,200,15,FALSE,TRUE,,
0,195,15,FALSE,TRUE,,
0,279,15,FALSE,TRUE,,
0,289,15,FALSE,TRUE,,
0,250,15,FALSE,TRUE,,
0,267,15,FALSE,TRUE,,
0,278,15,FALSE,TRUE,,
0,285,15,FALSE,TRUE,,
0,258,15,FALSE,TRUE,,
0,277,15,FALSE,TRUE,,
0,271,15,FALSE,TRUE,,
0,244,15,FALSE,TRUE,,
0,265,15,FALSE,TRUE,,
0,274,15,FALSE,TRUE,,
0,243,15,FALSE,TRUE,,
0,255,15,FALSE,TRUE,,
0,259,15,FALSE,TRUE,,
0,294,15,FALSE,TRUE,,
0,248,15,FALSE,TRUE,,
0,264,15,FALSE,TRUE,,
0,281,15,FALSE,TRUE,,
0,316,15,FALSE,TRUE,,
0,328,15,FALSE,TRUE,,
0,329,15,FALSE,TRUE,,
0,339,15,FALSE,TRUE,,
0,309,15,FALSE,TRUE,,
0,331,15,FALSE,TRUE,,
0,314,15,FALSE,TRUE,,
0,319,15,FALSE,TRUE,,
0,338,15,FALSE,TRUE,,
0,320,15,FALSE,TRUE,,
0,336,15,FALSE,TRUE,,
0,379,15,FALSE,TRUE,,
0,354,15,FALSE,TRUE,,
0,370,15,FALSE,TRUE,,
0,362,15,FALSE,TRUE,,
0,350,15,FALSE,TRUE,,
0,358,15,FALSE,TRUE,,
0,357,15,FALSE,TRUE,,
0,352,15,FALSE,TRUE,,
0,351,15,FALSE,TRUE,,
0,353,15,FALSE,TRUE,,
0,371,15,FALSE,TRUE,,
0,364,15,FALSE,TRUE,,
0,396,15,FALSE,TRUE,,
0,401,15,FALSE,TRUE,,
0,404,15,FALSE,TRUE,,
0,402,15,FALSE,TRUE,,
0,413,15,FALSE,TRUE,,
0,400,15,FALSE,TRUE,,
0,405,15,FALSE,TRUE,,
0,398,15,FALSE,TRUE,,
0,407,15,FALSE,TRUE,,
0,406,15,FALSE,TRUE,,
0,410,15,FALSE,TRUE,,
0,403,15,FALSE,TRUE,,
0,384,15,FALSE,TRUE,,
0,546,15,FALSE,TRUE,,
0,511,15,FALSE,TRUE,,
0,558,15,FALSE,TRUE,,
0,509,15,FALSE,TRUE,,
0,565,15,FALSE,TRUE,,
0,568,15,FALSE,TRUE,,
0,446,15,FALSE,TRUE,,
0,535,15,FALSE,TRUE,,
0,458,15,FALSE,TRUE,,
0,439,15,FALSE,TRUE,,
0,468,15,FALSE,TRUE,,
0,551,15,FALSE,TRUE,,
0,555,15,FALSE,TRUE,,
0,464,15,FALSE,TRUE,,
0,442,15,FALSE,TRUE,,
0,547,15,FALSE,TRUE,,
0,549,15,FALSE,TRUE,,
0,563,15,FALSE,TRUE,,
0,537,15,FALSE,TRUE,,
0,460,15,FALSE,TRUE,,
0,440,15,FALSE,TRUE,,
0,443,15,FALSE,TRUE,,
0,525,15,FALSE,TRUE,,
0,628,15,FALSE,TRUE,,
0,688,15,FALSE,TRUE,,
0,606,15,FALSE,TRUE,,
0,667,15,FALSE,TRUE,,
0,557,15,FALSE,TRUE,,
0,530,15,FALSE,TRUE,,
0,603,15,FALSE,TRUE,,
0,625,15,FALSE,TRUE,,
0,587,15,FALSE,TRUE,,
0,630,15,FALSE,TRUE,,
0,683,15,FALSE,TRUE,,
0,659,15,FALSE,TRUE,,
0,604,15,FALSE,TRUE,,
0,686,15,FALSE,TRUE,,
0,615,15,FALSE,TRUE,,
0,681,15,FALSE,TRUE,,
0,610,15,FALSE,TRUE,,
0,583,15,FALSE,TRUE,,
0,590,15,FALSE,TRUE,,
0,693,15,FALSE,TRUE,,
0,576,15,FALSE,TRUE,,
0,581,15,FALSE,TRUE,,
0,586,15,FALSE,TRUE,,
0,536,15,FALSE,TRUE,,
0,685,15,FALSE,TRUE,,
0,640,15,FALSE,TRUE,,
0,672,15,FALSE,TRUE,,
0,677,15,FALSE,TRUE,,
0,627,15,FALSE,TRUE,,
0,687,15,FALSE,TRUE,,
0,598,15,FALSE,TRUE,,
0,682,15,FALSE,TRUE,,
0,578,15,FALSE,TRUE,,
0,577,15,FALSE,TRUE,,
0,674,15,FALSE,TRUE,,
0,689,15,FALSE,TRUE,,
0,636,15,FALSE,TRUE,,
0,658,15,FALSE,TRUE,,
0,611,15,FALSE,TRUE,,
0,620,15,FALSE,TRUE,,
0,666,15,FALSE,TRUE,,
0,624,15,FALSE,TRUE,,
0,664,15,FALSE,TRUE,,
0,589,15,FALSE,TRUE,,
0,729,15,FALSE,TRUE,,
0,714,15,FALSE,TRUE,,
0,716,15,FALSE,TRUE,,
0,736,15,FALSE,TRUE,,
0,715,15,FALSE,TRUE,,
0,776,15,FALSE,TRUE,,
0,764,15,FALSE,TRUE,,
0,730,15,FALSE,TRUE,,
0,767,15,FALSE,TRUE,,
0,768,15,FALSE,TRUE,,
0,771,15,FALSE,TRUE,,
0,711,15,FALSE,TRUE,,
0,723,15,FALSE,TRUE,,
0,721,15,FALSE,TRUE,,
0,725,15,FALSE,TRUE,,
0,731,15,FALSE,TRUE,,
0,713,15,FALSE,TRUE,,
0,763,15,FALSE,TRUE,,
0,719,15,FALSE,TRUE,,
0,828,15,FALSE,TRUE,,
0,837,15,FALSE,TRUE,,
0,816,15,FALSE,TRUE,,
0,809,15,FALSE,TRUE,,
0,797,15,FALSE,TRUE,,
0,807,15,FALSE,TRUE,,
0,795,15,FALSE,TRUE,,
0,841,15,FALSE,TRUE,,
0,815,15,FALSE,TRUE,,
0,820,15,FALSE,TRUE,,
0,823,15,FALSE,TRUE,,
0,782,15,FALSE,TRUE,,
0,808,15,FALSE,TRUE,,
0,772,15,FALSE,TRUE,,
0,804,15,FALSE,TRUE,,
0,835,15,FALSE,TRUE,,
0,892,15,FALSE,TRUE,,
0,941,15,FALSE,TRUE,,
0,942,15,FALSE,TRUE,,
0,943,15,FALSE,TRUE,,
0,944,15,FALSE,TRUE,,
9,11,1,TRUE,TRUE,"{""month"":11,""date"":15}","{""month"":11,""date"":28}"
11,14,1,TRUE,TRUE,"{""month"":1,""date"":2}","{""month"":1,""date"":28}"
9,15,1,TRUE,TRUE,"{""month"":2,""date"":2}","{""month"":2,""date"":29}"
12,17,1,TRUE,TRUE,"{""month"":2,""date"":30}","{""month"":3,""date"":30}"
9,17,1,TRUE,TRUE,"{""month"":2,""date"":30}","{""month"":3,""date"":30}"
10,17,1,TRUE,TRUE,"{""month"":2,""date"":30}","{""month"":3,""date"":30}"
11,17,1,TRUE,TRUE,"{""month"":2,""date"":30}","{""month"":3,""date"":30}"
12,19,1,TRUE,TRUE,"{""month"":4,""date"":1}","{""month"":4,""date"":31}"
9,19,1,TRUE,TRUE,"{""month"":4,""date"":1}","{""month"":4,""date"":31}"
10,19,1,TRUE,TRUE,"{""month"":4,""date"":1}","{""month"":4,""date"":31}"
11,19,1,TRUE,TRUE,"{""month"":4,""date"":1}","{""month"":4,""date"":31}"
12,20,1,TRUE,TRUE,"{""month"":5,""date"":1}","{""month"":5,""date"":30}"
9,20,1,TRUE,TRUE,"{""month"":5,""date"":1}","{""month"":5,""date"":30}"
10,20,1,TRUE,TRUE,"{""month"":5,""date"":1}","{""month"":5,""date"":30}"
11,20,1,TRUE,TRUE,"{""month"":5,""date"":1}","{""month"":5,""date"":30}"
12,21,1,TRUE,TRUE,"{""month"":6,""date"":1}","{""month"":6,""date"":31}"
9,21,1,TRUE,TRUE,"{""month"":6,""date"":1}","{""month"":6,""date"":31}"
10,21,1,TRUE,TRUE,"{""month"":6,""date"":1}","{""month"":6,""date"":31}"
11,21,1,TRUE,TRUE,"{""month"":6,""date"":1}","{""month"":6,""date"":31}"
12,23,1,TRUE,TRUE,"{""month"":7,""date"":1}","{""month"":7,""date"":31}"
9,23,1,TRUE,TRUE,"{""month"":7,""date"":1}","{""month"":7,""date"":31}"
10,23,1,TRUE,TRUE,"{""month"":7,""date"":1}","{""month"":7,""date"":31}"
11,23,1,TRUE,TRUE,"{""month"":7,""date"":1}","{""month"":7,""date"":31}"
12,24,1,TRUE,TRUE,"{""month"":8,""date"":1}","{""month"":8,""date"":30}"
9,24,1,TRUE,TRUE,"{""month"":8,""date"":1}","{""month"":8,""date"":30}"
10,24,1,TRUE,TRUE,"{""month"":8,""date"":1}","{""month"":8,""date"":30}"
11,24,1,TRUE,TRUE,"{""month"":8,""date"":1}","{""month"":8,""date"":30}"
12,25,1,TRUE,TRUE,"{""month"":9,""date"":1}","{""month"":9,""date"":31}"
9,25,1,TRUE,TRUE,"{""month"":9,""date"":1}","{""month"":9,""date"":31}"
10,25,1,TRUE,TRUE,"{""month"":9,""date"":1}","{""month"":9,""date"":31}"
11,25,1,TRUE,TRUE,"{""month"":9,""date"":1}","{""month"":9,""date"":31}"
12,29,1,TRUE,TRUE,"{""month"":10,""date"":1}","{""month"":10,""date"":30}"
9,29,1,TRUE,TRUE,"{""month"":10,""date"":1}","{""month"":10,""date"":30}"
10,29,1,TRUE,TRUE,"{""month"":10,""date"":1}","{""month"":10,""date"":30}"
11,29,1,TRUE,TRUE,"{""month"":10,""date"":1}","{""month"":10,""date"":30}"
12,30,1,TRUE,TRUE,"{""month"":11,""date"":1}","{""month"":11,""date"":31}"
9,30,1,TRUE,TRUE,"{""month"":11,""date"":1}","{""month"":11,""date"":31}"
10,30,1,TRUE,TRUE,"{""month"":11,""date"":1}","{""month"":11,""date"":31}"
11,30,1,TRUE,TRUE,"{""month"":11,""date"":1}","{""month"":11,""date"":31}"
10,31,1,TRUE,TRUE,"{""month"":0,""date"":1}","{""month"":0,""date"":31}"
11,31,1,TRUE,TRUE,"{""month"":0,""date"":1}","{""month"":0,""date"":31}"
9,32,1,TRUE,TRUE,"{""month"":1,""date"":1}","{""month"":1,""date"":28}"
12,33,1,TRUE,TRUE,"{""month"":2,""date"":1}","{""month"":2,""date"":31}"
9,33,1,TRUE,TRUE,"{""month"":2,""date"":1}","{""month"":2,""date"":31}"
10,33,1,TRUE,TRUE,"{""month"":2,""date"":1}","{""month"":2,""date"":31}"
11,33,1,TRUE,TRUE,"{""month"":2,""date"":1}","{""month"":2,""date"":31}"
